epoch, lambda=0.001, lambda=0.0015, lambda=0.0022500000000000003, lambda=0.003375, lambda=0.0050625, lambda=0.00759375, lambda=0.011390625, lambda=0.0170859375, lambda=0.02562890625, lambda=0.038443359375
1, 0.17079080611374045, 0.17079080611374045, 0.17079080611374045, 0.17079080611374045, 0.17079080611374045, 0.17079080611374045, 0.17079080611374045, 0.17079080611374045, 0.16864120639555258, 0.1686412074969609
2, 0.16664986456405698, 0.16665006688501263, 0.16665333389210168, 0.16667994288922172, 0.16668099393999591, 0.16848977405748353, 0.16848977405748353, 0.16848977405748353, 0.16702036880607662, 0.16690551542851448
