epoch, lambda=0_001, lambda=0_0015, lambda=0_0022500000000000003, lambda=0_003375
1, 0.17079080611374045, 0.17079080611374045, 0.17079080611374045, 0.17079080611374045
2, 0.16664986456405698, 0.16665006688501263, 0.16665333389210168, 0.16667994288922172
