epoch, lambda=0.001, lambda=0.0015, lambda=0.0022500000000000003, lambda=0.003375, lambda=0.0050625, lambda=0.00759375, lambda=0.011390625, lambda=0.0170859375, lambda=0.02562890625, lambda=0.038443359375, lambda=0.0576650390625, lambda=0.08649755859375
111, 0.013791120306029631, 0.01713281219039112, 0.019354634668278446, 0.034257736475856164, 0.05748942455780581, 0.07829985146437897, 0.11828254327111609, 0.13299220426766162, 0.15493996762375528, 0.15537180881602397, 0.15922676770900832, 0.16011994650274028
112, 0.012160787378183177, 0.02336910904429362, 0.01752129972453281, 0.032986772776969875, 0.07277003134582177, 0.0830519574300795, 0.11701709075869209, 0.1327379970182804, 0.15540849984799082, 0.15597725576281893, 0.1582321981472691, 0.16200284414353458
113, 0.015889276922766055, 0.01863933713823915, 0.02060125587703687, 0.044366147757928555, 0.05787140528826664, 0.07641706970802385, 0.11507733885717396, 0.13258405976757828, 0.15379418304967543, 0.15750167868926826, 0.15860418866619927, 0.16018437039937367
114, 0.012128328751166949, 0.018244516758248015, 0.027389139791226567, 0.04434514825856111, 0.058131372577359765, 0.07776980475618256, 0.11421697874474407, 0.13232093168768413, 0.1525429126485296, 0.15492745533413907, 0.15945317751211086, 0.16013425103663192
115, 0.008854848165448563, 0.01534245796855063, 0.0274387718305017, 0.03314697083627948, 0.05964913190093977, 0.09341730047111939, 0.11505125614301603, 0.13233003884996072, 0.15290038255302266, 0.15536841920387418, 0.15845770223772807, 0.16152812207115752
116, 0.010748413643649998, 0.016431966475623765, 0.021731641900177418, 0.03292665042693706, 0.07022719954220187, 0.08956989473155608, 0.11503525648212544, 0.1330733621814478, 0.15191128662063522, 0.1545630020745885, 0.1584899242626868, 0.15955275335293265
117, 0.007725994422639576, 0.01642460761442377, 0.018711502055858965, 0.03765236928948326, 0.055208424140992675, 0.08237118639294218, 0.11317994402069224, 0.1355696926423777, 0.14912451476593705, 0.15375821572750376, 0.16114927533343873, 0.1590229878421775
118, 0.009303669805820116, 0.012355424953391925, 0.0141086704903373, 0.043956520426055766, 0.06171849742609172, 0.08184614592367931, 0.11530304216906133, 0.1354841348009149, 0.14857078117768793, 0.1533843245501568, 0.16065036492754894, 0.15714229683167272
119, 0.007632991191639447, 0.010922012413323919, 0.014452679764670394, 0.02835189602045328, 0.06283300871250055, 0.08197207198297281, 0.11421444772611396, 0.13267094157771894, 0.14819414886308974, 0.15588193004167517, 0.1607191580029315, 0.1572852963675955
120, 0.012060134350532855, 0.015574627190555301, 0.020935429754074527, 0.04789611705784171, 0.05833330592523891, 0.08959686740739985, 0.11469674123510659, 0.135621392417692, 0.14739600537941558, 0.1549944224608679, 0.16167076284657386, 0.1586836531913596
121, 0.01126444127068594, 0.012970816738164775, 0.016139154015236128, 0.048589605592650555, 0.05254284609085128, 0.0840344195668896, 0.1130828211945699, 0.13592817342692587, 0.14728483459133157, 0.15505951525066694, 0.160037532048709, 0.15658916657797461
122, 0.00600934813489041, 0.009314356839211864, 0.014615785289772731, 0.0449761995862008, 0.058395789166218535, 0.0893035780967631, 0.1121228322111827, 0.13571229646222885, 0.1483441832246039, 0.1549881671890538, 0.16016837763087136, 0.15608132099645028
123, 0.014530248192513558, 0.009044431328015691, 0.020071484624579805, 0.04925615830852912, 0.05258857451063655, 0.09461535897323022, 0.11617534168928689, 0.13562829723430522, 0.1484971982633466, 0.1560938549401546, 0.1601524167189634, 0.15714169289918714
124, 0.005288772875009707, 0.009586671110203183, 0.020890777692232836, 0.027977400977313684, 0.06134889765863855, 0.07965924961778408, 0.11251780992864313, 0.13679913659350926, 0.14874449541703294, 0.154935780813492, 0.16138979371138926, 0.1570284075293488
125, 0.010472834788865586, 0.026860953165303667, 0.020248336492095138, 0.0365518554430768, 0.05491613732677892, 0.0887204404097481, 0.11274646487532346, 0.1362206324996016, 0.15148949373479192, 0.15369427555071355, 0.16319306518204738, 0.15366313755198976
126, 0.007206168439412543, 0.013062643213953134, 0.01791578948202804, 0.044798064590875486, 0.0502617624697981, 0.0956101508477904, 0.11257103870361818, 0.13664090325516123, 0.15154855608342951, 0.15352596849529673, 0.16011222060786803, 0.15483675150168488
127, 0.004680630551140632, 0.00871840807046395, 0.012210959573194596, 0.030305912701160384, 0.05586115314452247, 0.08438151496991385, 0.11516517016342859, 0.13874389622862607, 0.1499785569988645, 0.15326964380813873, 0.1592548207651371, 0.1580830489504224
128, 0.006222480539957869, 0.007927294905098962, 0.013130131232819536, 0.030565430195741473, 0.052159351199590635, 0.0806827788288833, 0.11523534503482986, 0.13556170574730106, 0.14928492722418144, 0.15308511316442563, 0.15898140001533198, 0.15607851637028128
129, 0.0071259184181360164, 0.01384825811113694, 0.016523422736513634, 0.034782380063365724, 0.052606559869484426, 0.0938802000216578, 0.11440045649434509, 0.13723212165363086, 0.1488639149274543, 0.15461472989397834, 0.15755966478713798, 0.15439756741904437
130, 0.00531774546830474, 0.007996485964274222, 0.013724964847711699, 0.03337266086505167, 0.05485069340582107, 0.08902064435914651, 0.1135483416837748, 0.13600674268700094, 0.1508745204342525, 0.1559755881233122, 0.15628431963099357, 0.15794424597344278
131, 0.005107414006843422, 0.006495639076504593, 0.010406171932660137, 0.047371713698139174, 0.06137817092786984, 0.08403149167558506, 0.11610863511738624, 0.13496975383076013, 0.15135498704396613, 0.15591244098705076, 0.15641337934989905, 0.1607834602904242
132, 0.006387145320782485, 0.006449636399713074, 0.014347860317934212, 0.037589573368198105, 0.050907440738912985, 0.08737273699868658, 0.11572354702596555, 0.13559927607102432, 0.1478609639823236, 0.157013637484165, 0.15506671673420333, 0.16255776039305495
133, 0.005372790187335456, 0.008289738030940673, 0.01038349115789777, 0.03255941084712704, 0.060174508837351405, 0.0883276853048604, 0.11527197484379847, 0.1339829819207974, 0.1481515295729008, 0.15831582533858743, 0.15591180170959448, 0.1574491093065345
134, 0.004598627665057732, 0.006153800301881183, 0.013530537203430332, 0.03430115915659689, 0.04838883091142099, 0.10364501048268722, 0.1148553541146831, 0.13539340338772005, 0.147800776700266, 0.15300718219953593, 0.15797748486366003, 0.15789134037118097
135, 0.00946562212003997, 0.011414896578698387, 0.010033883133267599, 0.02935687644660478, 0.06291001756518498, 0.08428181775258882, 0.11420670881700438, 0.13612125572568745, 0.14732865395868278, 0.15291351925122057, 0.15881527889492833, 0.15871330755429228
136, 0.004553606712697812, 0.00603544822534173, 0.01758091782331546, 0.03435403214260698, 0.058068443126131485, 0.08957673737837264, 0.11786333632366146, 0.13580859709209694, 0.14692210225782573, 0.15306005344701745, 0.1595217183463171, 0.16117758347667557
137, 0.010672020948539626, 0.007284683181514884, 0.010583452195805533, 0.03731918322076255, 0.07284866594457785, 0.07928654616567994, 0.11641364821063949, 0.13817399292109223, 0.14845984056089476, 0.15372194285677568, 0.16131680306999613, 0.16279170140123325
138, 0.004070113061630054, 0.005616277032624423, 0.013222358791301332, 0.023342551828981165, 0.07440134889914134, 0.08037910982559478, 0.11505987202667711, 0.1365451049518439, 0.14763497560226505, 0.15441119662358987, 0.16273193897541358, 0.16488878682244815
139, 0.005097215401059366, 0.005505039903904915, 0.011786281404897875, 0.04124337256747428, 0.051860560610501726, 0.07751414429942333, 0.11573026873273302, 0.1380335888833463, 0.1477073702133126, 0.1536149549641044, 0.16188543351892604, 0.16519280804490036
140, 0.0053486494574213105, 0.005521702670420882, 0.013090701066030561, 0.033291217272430625, 0.05721420121476911, 0.08263251247137539, 0.11554785338965834, 0.13743745712222014, 0.1482973761350329, 0.1522545672109785, 0.15966414789083214, 0.16290470856844227
141, 0.005350234069834978, 0.005388542515747166, 0.011422982770830127, 0.045807172334265484, 0.06422441302807093, 0.08562031463374654, 0.12178625467248134, 0.13546126234574624, 0.1497659355892838, 0.15247947162784273, 0.15890753256990078, 0.16155979103111226
142, 0.005341232586355668, 0.012015252447295443, 0.008889982597507111, 0.029061526683674763, 0.054784251738593394, 0.07570299592462369, 0.11582392135497414, 0.13744181046027035, 0.14953849858579896, 0.15362739592054517, 0.15918383524856128, 0.1600145555207196
143, 0.005288084581842646, 0.005084614328797519, 0.010296436445562012, 0.039664489903065384, 0.047400977267924436, 0.07959064027004949, 0.11411050347736096, 0.1366286648916591, 0.15135704177399323, 0.1542515869183749, 0.15829079383312597, 0.1601145007118565
144, 0.005182686970014109, 0.004943409122747756, 0.015075043920609663, 0.02572227502516701, 0.05623489923078778, 0.07736920358936317, 0.11534217591126487, 0.13682645685551217, 0.15266119432050454, 0.15252645936843381, 0.15640301378883667, 0.16051009968776547
145, 0.005421254712098867, 0.005119801002541762, 0.006630178645981634, 0.042120463285114824, 0.05814985789204711, 0.08931479814139233, 0.1154527254958293, 0.1359568819054934, 0.1530104411943454, 0.1515776996347331, 0.15807473459657986, 0.1622940982595856
146, 0.005550991799413295, 0.006206171976073024, 0.007160181156100692, 0.02650260937699757, 0.055855010354441355, 0.08193158689821967, 0.11409314775745527, 0.1362664742190369, 0.15130753763142143, 0.1524833673699956, 0.15767270735591715, 0.1618697384250421
147, 0.005356244292514917, 0.0057433661689068665, 0.006188841950178073, 0.03913912153778107, 0.046422273741644766, 0.0960284619631645, 0.11480037416567018, 0.13540657108161935, 0.1526888193018455, 0.14991046538380653, 0.15790205187783893, 0.1621928570987972
148, 0.0052931199604837045, 0.005279875768712279, 0.010558985484658326, 0.030877722393813225, 0.07008941264447137, 0.08543211431805642, 0.11675927793173146, 0.13773279959766244, 0.15159053585983126, 0.15056822449328772, 0.15748899642835526, 0.16351088322163812
149, 0.005275265510236496, 0.005396710994298223, 0.009276374467571544, 0.042368513132449326, 0.052690416439072574, 0.08445963083128677, 0.1156262297908307, 0.13734153665590215, 0.15327881247937097, 0.1500540333416989, 0.15615916368555602, 0.16201358618355124
150, 0.0052263937420887795, 0.007159204818723301, 0.0061932115887011275, 0.02998274134281888, 0.0472188763265882, 0.08192708187996943, 0.12319312772338718, 0.13854734150410605, 0.15207488725360932, 0.1513319120306484, 0.15702670900321572, 0.16428763230984558
151, 0.005246200550535517, 0.004463952803777787, 0.008462741170134585, 0.03619835930885155, 0.06917305041955814, 0.07735881582751576, 0.1158755816340968, 0.13700074865461523, 0.15314193799004996, 0.15359778173486122, 0.1557248441431843, 0.16629389347033827
152, 0.005283502428480683, 0.005219916870538675, 0.009420366873378027, 0.02946115136161336, 0.059231173358926116, 0.08203122881041287, 0.11790881333004717, 0.13682545492188805, 0.1529493180333361, 0.15479978984968695, 0.15825684056469258, 0.16371110580535428
153, 0.005284882922657388, 0.005931735111683653, 0.0060218779507500335, 0.03196311446231499, 0.048249888429854206, 0.08518207407473405, 0.11832293820909993, 0.13747530660070717, 0.15206576458989518, 0.15399476544856164, 0.155746499937504, 0.16334787358898414
154, 0.005290621228573075, 0.004589127224101898, 0.00596230558431829, 0.03864626169799549, 0.057422144438673765, 0.08343540054843533, 0.11644002201872526, 0.13987184591558968, 0.15023977793840956, 0.15400252389858912, 0.15547799991440517, 0.16397390410185908
155, 0.005349244020283246, 0.005886703805339652, 0.006080694818532901, 0.03335179972705942, 0.06934311801987937, 0.07834345909310993, 0.12035230910434708, 0.13819879547667613, 0.14871227806269302, 0.15402492487813116, 0.154401563036734, 0.16015319992056207
156, 0.005354037661560847, 0.005916692708059446, 0.0073858549689319415, 0.03937467228275703, 0.061517015649907573, 0.09528523566428966, 0.1174273242963591, 0.13887740069749907, 0.14859419568692636, 0.15516763747844306, 0.1562672537618651, 0.16097998241274877
157, 0.005361932962425542, 0.005812701503000548, 0.005973524761525046, 0.03319638013119987, 0.059219460559452826, 0.0813542855806794, 0.11859326410430752, 0.13897380312371874, 0.148057017868595, 0.1560443858307965, 0.15619512696313226, 0.1601718479405236
158, 0.0053522456551650735, 0.00581803389099789, 0.008924592877982293, 0.035106996941520384, 0.056203176196749166, 0.08672687034618011, 0.11757791757913703, 0.1366366944220904, 0.1483577740648658, 0.1558543217540276, 0.15576510530061785, 0.15729899760852084
159, 0.005367028564767992, 0.006069346073111736, 0.017539278828112844, 0.030251760090709155, 0.050145972567407916, 0.08934090264345962, 0.1181613374076488, 0.13601967931908418, 0.148733492270077, 0.1584400641475819, 0.15654103144596435, 0.15636447526910627
160, 0.005317418084429715, 0.006089874694043284, 0.00565190536221993, 0.03741187157927664, 0.05533430623481728, 0.08504926783554694, 0.11899577767488588, 0.13359740757392716, 0.14808588419266364, 0.15664273747736632, 0.15597672802601267, 0.15843608366248593
161, 0.005222569750480784, 0.00568035280936281, 0.006590902198747258, 0.03209609253853356, 0.06519535069185875, 0.08656694290446065, 0.11785666788516087, 0.133241758355211, 0.14639819310083765, 0.1583337947479551, 0.15770007770567485, 0.15708868211951946
162, 0.005412835051191491, 0.005662359429881671, 0.005882154452903702, 0.030467664192354804, 0.06179341559105961, 0.08265758337941981, 0.11782148607335753, 0.13182723665933427, 0.14728341960308444, 0.15795376578108186, 0.1565949916018259, 0.15871902020329076
163, 0.005360932925622768, 0.005835429673124028, 0.0057530470821199504, 0.028789935520474916, 0.06090455420726881, 0.09543416226434775, 0.11833232980744147, 0.13242577812317394, 0.14875489406617076, 0.15598395556158934, 0.15738740184855024, 0.15895388654575146
164, 0.00533303194383153, 0.005879363555806084, 0.0058357247024096864, 0.03409834231284927, 0.051464010614169574, 0.08273671016020155, 0.1173806357287836, 0.13210856810221355, 0.14837272502534027, 0.15493692490770344, 0.15611583714600333, 0.16094664073699402
165, 0.0052505235552583835, 0.009555578785733132, 0.005547358584726422, 0.030097789266390656, 0.05996013274383319, 0.0961089916240877, 0.11763660607851706, 0.1317651585406427, 0.15090248032020262, 0.15476294130399426, 0.1574172809341186, 0.16189428951155216
166, 0.0053788583859648255, 0.005883020270778814, 0.005740513320256195, 0.03226743219907521, 0.060621176751839374, 0.08991326382705596, 0.11776897626952172, 0.13251354047737926, 0.15351470595724326, 0.15447519448280625, 0.15762283081605336, 0.16146814481157473
167, 0.005357322225641246, 0.005778918779556538, 0.007812975537829779, 0.029391574436858, 0.051149928981604614, 0.09295602707596223, 0.11779242165217237, 0.13219896634984576, 0.15407202675414047, 0.1560335910703943, 0.15634397727292246, 0.1593539757706229
168, 0.005365013268478268, 0.005732304533865165, 0.007666971927037737, 0.026846650027987664, 0.06139985295929318, 0.08756281911630992, 0.11661491196895192, 0.13203623689198699, 0.15229423759843005, 0.15558581833526983, 0.15509117594797284, 0.1610320420015398
169, 0.005368482899844249, 0.005913897085123902, 0.005627940377190055, 0.03142343750000334, 0.04585823487458357, 0.08764300992294564, 0.11716600864421538, 0.13374443615802536, 0.1512642425485779, 0.155615517167264, 0.15500650367703925, 0.1642837465700744
170, 0.005411331376309474, 0.0058818443126481545, 0.008579918529664202, 0.02752357430780042, 0.0478464228493988, 0.09274629433797099, 0.11643653042801128, 0.13277924330215932, 0.15093879016448622, 0.15540596894646863, 0.15426226674534152, 0.16294743416628973
171, 0.005320823251309539, 0.005765625617223592, 0.0060146821704865384, 0.026983557104933886, 0.0631879598593664, 0.0815366093248467, 0.11729457965424017, 0.13356921623524357, 0.15053732341952683, 0.1568516003946985, 0.1574962671198136, 0.16045369549557534
172, 0.0054091186228668086, 0.005609881751321553, 0.005866578122098101, 0.03158738749168236, 0.05022451278952986, 0.0941662712086459, 0.11758732614450261, 0.13576844451055084, 0.1494015313199805, 0.15237581919231308, 0.15677510687826582, 0.16439106623494193
173, 0.005574810430044597, 0.005969700384336554, 0.005837057494845596, 0.028121714132407463, 0.0654356508404917, 0.0829536867796157, 0.11773450825314725, 0.1371403462657555, 0.1505557100230851, 0.152431646138276, 0.15491270819379624, 0.1631825683883838
174, 0.005427826147215357, 0.0059507930135807826, 0.005494620937290734, 0.029946397895834084, 0.04939189476967736, 0.08190255818410164, 0.116117437665248, 0.13697876039390508, 0.15178403422697118, 0.15276107057955712, 0.15372671413856434, 0.162492818307932
175, 0.0054012413532682005, 0.0059661960340332805, 0.007053713740774187, 0.028715506695320633, 0.05331792560563816, 0.08945395810602802, 0.11796297653879757, 0.13816248984611082, 0.15051807065260536, 0.15161603853962355, 0.15499778492319413, 0.1607330315440951
176, 0.005436978555430714, 0.006112788203518091, 0.005440720445970999, 0.031500724667235906, 0.04719245374286343, 0.08685453089668967, 0.11894026092356415, 0.13662475804644514, 0.14881507310528935, 0.15355968075037427, 0.15825362445138905, 0.15894056636073597
177, 0.005419943144303131, 0.004696482951909553, 0.00545331782365602, 0.02810498505578479, 0.058243533310058805, 0.07915041999053217, 0.11979059256320157, 0.13770687321738836, 0.14976560755127566, 0.15455776292797963, 0.15837080810433699, 0.16072187278645897
178, 0.005407534213055343, 0.005987248412164398, 0.005385139092940132, 0.029960287665251977, 0.050784452767720846, 0.07992410704765163, 0.11796454419814835, 0.13681520725553573, 0.1513749210390517, 0.15563363151158285, 0.15636346880628324, 0.16362041609619335
179, 0.005045083981863408, 0.006127992098617932, 0.0053216218997784075, 0.02398940799464079, 0.05811518214055283, 0.08207786724163979, 0.11832635461292108, 0.1386022157961748, 0.15772274530029404, 0.15504341044478187, 0.1562993254514206, 0.16471327773960637
180, 0.005455905589096369, 0.005906523920066693, 0.005315262571829973, 0.029496832616361934, 0.04988349566523126, 0.08669282673882496, 0.11877025111260513, 0.1356884983433227, 0.15534649912248735, 0.1563886837988496, 0.1575835016462229, 0.16028500485865463
181, 0.005434094744161538, 0.005980365140540762, 0.00585552533831623, 0.026215667918130747, 0.04721484195116734, 0.08026807350499444, 0.12114503131330863, 0.1368555940657616, 0.15524976198071067, 0.15283454942350824, 0.16101043158332776, 0.1609128914568376
182, 0.005421193633098081, 0.005891410765218073, 0.005426528632807857, 0.02620142429422964, 0.04969917208843059, 0.08061610163901786, 0.120837749632929, 0.13763444217708967, 0.15471458239945846, 0.1530660757900538, 0.15625682588145762, 0.15836330276272717
183, 0.005411365234504808, 0.006167853218371293, 0.005328542495761712, 0.0266220303964466, 0.04781163240997912, 0.0925293580055843, 0.1198142502717512, 0.1386395456735168, 0.15251818720352686, 0.1570243174430718, 0.15692232684815946, 0.1560076638354816
184, 0.004095331088879217, 0.005991765929988534, 0.0055218939823202424, 0.025535029027596134, 0.04538543623711852, 0.10142319537819994, 0.1187690248308041, 0.13789119468755293, 0.15114304939875575, 0.1556830559266806, 0.1554965259719446, 0.1579712789122639
185, 0.005498927408502782, 0.005928570016441696, 0.005409159626953266, 0.029098046597211925, 0.05007420449048575, 0.08949117056926127, 0.11939972689593786, 0.13793133462390736, 0.15163424908316267, 0.15769182656851874, 0.156929377333424, 0.1614380393765191
186, 0.005420637194199056, 0.004857154358870813, 0.005831695135518782, 0.0284292284410414, 0.05816075311852064, 0.08167193075438162, 0.12047240751356025, 0.13697568216722492, 0.15080384495935825, 0.15928172622214823, 0.1592619716849368, 0.1581867202281506
187, 0.008264098051212962, 0.00919114859985341, 0.006153598935250409, 0.023021425946022692, 0.05587760892232133, 0.09505381140863811, 0.1223143340288681, 0.1368334620821912, 0.15172677051679104, 0.1576974291807051, 0.15906630487323278, 0.15984343210706456
188, 0.008395279488790663, 0.005727463228838099, 0.005516798178919623, 0.021990936407722008, 0.05270184422752636, 0.0794530049910561, 0.11755985201104756, 0.13626231678824974, 0.15477319772712908, 0.15725654864234578, 0.15845004221704287, 0.16142421760484865
189, 0.005812743355607357, 0.0053616742372983575, 0.005398431917594704, 0.03879737046335577, 0.06040043106350861, 0.09293373777643212, 0.11775927990507089, 0.13656072671569683, 0.15576584152178524, 0.1584054279226436, 0.16068523171364882, 0.16263179434003022
190, 0.005342993106867216, 0.005288530171534584, 0.007091532452613389, 0.04012662599548119, 0.0489248641249924, 0.08781196172341454, 0.11914770621612038, 0.13754757861934802, 0.14987846268697627, 0.1583905111854844, 0.1609615920193647, 0.15960012889272798
191, 0.005587592239937527, 0.00879472053171723, 0.005778049266778181, 0.029044272982357098, 0.05159980810105976, 0.08314239300168687, 0.11883840807930877, 0.13741336958028597, 0.15104102393129934, 0.1561889608667918, 0.15985636505318823, 0.1606005018347075
192, 0.0055460678748318415, 0.005599470904679432, 0.005634761238408916, 0.02285761179793136, 0.045557793444750576, 0.08526906287917972, 0.11942762943269743, 0.13692644893408562, 0.15016382146383245, 0.15657494406504396, 0.15785646113751642, 0.16164092335181765
193, 0.005977499423251897, 0.005915788807987369, 0.005706242847435396, 0.02262303757392344, 0.049354949173150926, 0.0874628871406367, 0.11857375280766659, 0.13674399997226358, 0.1479100364925443, 0.15476484250961767, 0.15888342602355757, 0.15921246546838472
194, 0.005616753531619807, 0.005703695122716412, 0.00573937688838828, 0.024609901906829306, 0.06557493701241962, 0.0878872464717364, 0.11833025989528123, 0.13922371070824463, 0.14744207934087536, 0.15392501062741856, 0.15612203147088907, 0.15871292451368643
195, 0.005983950290475021, 0.005068027458848853, 0.0055281634138159876, 0.024700504939453517, 0.05643930217738466, 0.08430845989308361, 0.11700805954489701, 0.1399667981974295, 0.14726589265356352, 0.15399403335803746, 0.1544367762708003, 0.1622431872407232
196, 0.005383795991681571, 0.005730851126220723, 0.005523630342593432, 0.030590067983109853, 0.04990408903484944, 0.085524373086179, 0.11696299722140792, 0.1383301366315503, 0.1473879131173709, 0.15265652196951462, 0.15566275452902342, 0.16312617710896882
197, 0.005564566359156649, 0.005678836686546169, 0.005552276917407825, 0.022027093139403164, 0.054718324466329675, 0.08840374092675941, 0.11905156130562239, 0.1392234989669263, 0.14884551712382862, 0.15309791063589337, 0.15574436488717971, 0.16041794517724178
198, 0.005542063281020079, 0.005567479013930627, 0.0055724426991883525, 0.03908543882890564, 0.051287444299060736, 0.09009374894646567, 0.11923810660701854, 0.1402367994552939, 0.14608838932385548, 0.15245248091072994, 0.15662756182157053, 0.159829071669945
199, 0.005051143382067924, 0.0055832190232094, 0.005734312650354795, 0.0175854360073143, 0.055884730672098475, 0.08591414649734634, 0.11980677200421153, 0.13627753830366715, 0.14680243423103836, 0.15264375110445494, 0.15740031453225992, 0.16155081427506313
200, 0.005527501033689281, 0.004773180519613775, 0.006061637532326184, 0.02016109885109531, 0.05040438346498812, 0.08428219168341143, 0.11960553679590713, 0.136010469469421, 0.1470002757375516, 0.15265466437432482, 0.1575122346227231, 0.1601796237060464
201, 0.005523399894427783, 0.0056956796045116885, 0.005250473168935284, 0.021677910869356404, 0.04937972248739323, 0.0902281717501215, 0.11988549972792038, 0.1368936354853175, 0.1466390639281655, 0.15407344879422027, 0.15637481109982346, 0.15929850343800886
202, 0.00553790383796438, 0.005549656793385444, 0.00568586434663568, 0.04319872531960677, 0.04646047822711285, 0.08898755724166373, 0.11902543045046639, 0.1358614146463802, 0.14706397491675616, 0.15415197005996578, 0.15588312141700175, 0.15821274247944198
203, 0.005485652968797856, 0.005994464352079403, 0.005705933922977008, 0.029325500993587005, 0.0520002387621625, 0.08757470673318, 0.11717066540841221, 0.13599550048916628, 0.1489405240063489, 0.1551650811228894, 0.15655064774045185, 0.16230610277962246
204, 0.004803636567648539, 0.005203961072603771, 0.007820997291147736, 0.0314460289410626, 0.062391949526530925, 0.09465378105967896, 0.1181649127358908, 0.1367452610534309, 0.1497327187982328, 0.1558972582920237, 0.15683102184887177, 0.16196872165465107
205, 0.005153126506090674, 0.005756974457621113, 0.007656329714638819, 0.021895987648674887, 0.050526583582249006, 0.08865355114709512, 0.11806058819435543, 0.13509241959956705, 0.14601578795029582, 0.15729752353259288, 0.15408432863722274, 0.16398181381530855
206, 0.005493337150015737, 0.005974610653040645, 0.0057765687349025435, 0.026219251592577843, 0.06425912844867727, 0.09468132455537033, 0.11711281141023498, 0.1359188107965892, 0.1471831271833708, 0.15690047081031178, 0.15497567148818764, 0.16050754491215688
207, 0.005535590233366662, 0.00603817693581664, 0.0070816949041967725, 0.01614020763433437, 0.04933209496469287, 0.09041415349079156, 0.1170406769048221, 0.1354252836438216, 0.14904838095350353, 0.1574859832601125, 0.15586111388745633, 0.1606631106497215
208, 0.005544240712629625, 0.00510433817118689, 0.005740616243624343, 0.039094189141731774, 0.06713031037014419, 0.08486116768547271, 0.11582484854785337, 0.13633662515601355, 0.14920418544883776, 0.1576295817575795, 0.15562916516294362, 0.16051846160118627
209, 0.005515122962060324, 0.0059719180235270515, 0.005753601893012447, 0.018316278130050188, 0.05977118614330374, 0.08805249589710913, 0.11669518508903766, 0.13620024492604008, 0.15165379259252812, 0.1591805932201459, 0.1574567338241961, 0.16156521203094418
210, 0.0054984144544706764, 0.005720077896780656, 0.0069359205192076985, 0.02733133429160294, 0.046123104343108505, 0.08631733624136255, 0.11974550253509075, 0.13621221107333178, 0.15256069698425037, 0.16209713662071315, 0.1583601854539269, 0.16454165566693477
211, 0.00568140784402794, 0.005313131168613296, 0.0061126438025145904, 0.029340374608406234, 0.05553719371094782, 0.09341984033588213, 0.11903906205630177, 0.13804318970679322, 0.1496676410601534, 0.16214711377343097, 0.1555542784983071, 0.1650202222609213
212, 0.005655386786249004, 0.005784843960074208, 0.006447009149440689, 0.026666984341363786, 0.04928425864610825, 0.08963912851126994, 0.11907775863138222, 0.13648084152406595, 0.1487688428215098, 0.16190136777438355, 0.15599497135586624, 0.16483900016470168
213, 0.005714273988197414, 0.005494398930484545, 0.005780039831070557, 0.021331897100227967, 0.0611730804629565, 0.0876210816864746, 0.12129958736884174, 0.13693153998940166, 0.15028928389457608, 0.15936407039771852, 0.155658923637537, 0.16413471852647646
214, 0.005747534806593205, 0.008358495243798857, 0.0056907341545044945, 0.020636548069915554, 0.05190583211813474, 0.08830489407026886, 0.12142411939533852, 0.1368949379321355, 0.150988664648171, 0.1556970588867699, 0.15647947386882943, 0.1628661246630437
215, 0.005643678877407459, 0.004492491072584882, 0.0058770485765220785, 0.01649614873910771, 0.04714638511371012, 0.08590959861382959, 0.12356379777400038, 0.13637081508085405, 0.15035049370956952, 0.15544701107109823, 0.15504862328559346, 0.1595500075893182
216, 0.005771197878975061, 0.005734264403026602, 0.005636031730036155, 0.022866051095131363, 0.05458545070144555, 0.08690024123209743, 0.12120804464580515, 0.13732300877920864, 0.15040934839410067, 0.1554726121215765, 0.1558774679429883, 0.16029365548143396
217, 0.005618971022340034, 0.005891046840996318, 0.005842687064181702, 0.02525188914512075, 0.05505267962615327, 0.08741949172502417, 0.12498594537148071, 0.1360827237066069, 0.15046413084011342, 0.15597509066859835, 0.1548813325679399, 0.1615188064070831
218, 0.005085993716494278, 0.006238116265832388, 0.0075142920474813345, 0.024441405535118744, 0.05215979704718702, 0.08721193314708002, 0.12086702859094119, 0.13667963755566925, 0.14999664234471727, 0.15684140911003921, 0.15514768135016085, 0.16096737100070488
219, 0.0055502948043491184, 0.005842419423438838, 0.005763308285703722, 0.016015889435574707, 0.05832965428923603, 0.09766575176434435, 0.1232950582183389, 0.13777645213044423, 0.15004909114187362, 0.15820698026153, 0.15500983335956617, 0.15957754496622176
220, 0.005577048011150496, 0.005914813091078198, 0.0099963332570276, 0.025220338690400034, 0.04857782309115788, 0.08933130988303294, 0.12034672624027994, 0.13894814515951764, 0.14950875446915116, 0.15779840758777883, 0.15600632215274662, 0.1617089460608713
221, 0.010597201687864632, 0.006626479681344691, 0.005926142473695394, 0.0337844368128303, 0.04691267646029937, 0.08616345547595965, 0.12116904721085757, 0.13780644907862255, 0.1482026162165043, 0.15869322984654705, 0.15604902987371908, 0.16418781742897495
222, 0.005421561815059403, 0.005856392121910182, 0.005063370504888458, 0.0244934022474714, 0.04811689101380936, 0.08751603661430879, 0.12382289337020393, 0.13840330533552656, 0.14752567716617693, 0.15704837750263592, 0.1568965301179099, 0.16380072992302322
223, 0.005082670473803006, 0.006098867546159722, 0.005854627330986742, 0.014369853551626661, 0.04675190715221722, 0.08880454679676493, 0.12358448666476106, 0.137528999977598, 0.1486009976793943, 0.15595570632937525, 0.1598002244469644, 0.16234800382546744
